CAMPUS LUIZ MENEGUEL
CURSO: ;Ciência  da Computação  - Integral  - 28 Vagas
016355;667;DESCLASSIFICADO
016349;667;DESCLASSIFICADO
010680;667;DESCLASSIFICADO
010402;667;DESCLASSIFICADO
010390;667;DESCLASSIFICADO
094427;666;DESCLASSIFICADO
085838;666;DESCLASSIFICADO
083819;666;DESCLASSIFICADO
078150;666;DESCLASSIFICADO
076240;666;DESCLASSIFICADO
074222;666;DESCLASSIFICADO
044867;666;DESCLASSIFICADO
039198;666;DESCLASSIFICADO
033529;666;DESCLASSIFICADO
027860;666;DESCLASSIFICADO
022191;666;DESCLASSIFICADO
094267;661;DESCLASSIFICADO
094260;661;DESCLASSIFICADO
084669;661;DESCLASSIFICADO
077990;661;DESCLASSIFICADO
076080;661;DESCLASSIFICADO
074062;661;DESCLASSIFICADO
039038;661;DESCLASSIFICADO
033369;661;DESCLASSIFICADO
033177;661;DESCLASSIFICADO
027700;661;DESCLASSIFICADO
027693;661;DESCLASSIFICADO
022031;661;DESCLASSIFICADO
022024;661;DESCLASSIFICADO
016362;661;DESCLASSIFICADO
016170;661;DESCLASSIFICADO
004832;661;DESCLASSIFICADO
094273;660;DESCLASSIFICADO
077996;660;DESCLASSIFICADO
076086;660;DESCLASSIFICADO
074068;660;DESCLASSIFICADO
039044;660;DESCLASSIFICADO
022037;660;DESCLASSIFICADO
094552;654;DESCLASSIFICADO
087873;654;DESCLASSIFICADO
085963;654;DESCLASSIFICADO
084675;654;DESCLASSIFICADO
083944;654;DESCLASSIFICADO
078275;654;DESCLASSIFICADO
076365;654;DESCLASSIFICADO
074347;654;DESCLASSIFICADO
072710;654;DESCLASSIFICADO
067041;654;DESCLASSIFICADO
050661;654;DESCLASSIFICADO
044992;654;DESCLASSIFICADO
039323;654;DESCLASSIFICADO
033654;654;DESCLASSIFICADO
033375;654;DESCLASSIFICADO
027985;654;DESCLASSIFICADO
027706;654;DESCLASSIFICADO
027358;654;DESCLASSIFICADO
022316;654;DESCLASSIFICADO
021689;654;DESCLASSIFICADO
016368;654;DESCLASSIFICADO
093655;653;DESCLASSIFICADO
086076;653;DESCLASSIFICADO
084057;653;DESCLASSIFICADO
078388;653;DESCLASSIFICADO
076478;653;DESCLASSIFICADO
067088;653;DESCLASSIFICADO
045105;653;DESCLASSIFICADO
039436;653;DESCLASSIFICADO
033074;653;DESCLASSIFICADO
028098;653;DESCLASSIFICADO
021736;653;DESCLASSIFICADO
050779;649;DESCLASSIFICADO
045110;649;DESCLASSIFICADO
033772;649;DESCLASSIFICADO
028103;649;DESCLASSIFICADO
095985;648;DESCLASSIFICADO
095776;648;DESCLASSIFICADO
093757;648;DESCLASSIFICADO
086516;648;DESCLASSIFICADO
086387;648;DESCLASSIFICADO
084368;648;DESCLASSIFICADO
076918;648;DESCLASSIFICADO
076789;648;DESCLASSIFICADO
076580;648;DESCLASSIFICADO
074562;648;DESCLASSIFICADO
072905;648;DESCLASSIFICADO
056545;648;DESCLASSIFICADO
033869;648;DESCLASSIFICADO
033222;648;DESCLASSIFICADO
027553;648;DESCLASSIFICADO
021884;648;DESCLASSIFICADO
016215;648;DESCLASSIFICADO
016020;648;DESCLASSIFICADO
010546;648;DESCLASSIFICADO
010351;648;DESCLASSIFICADO
004682;648;DESCLASSIFICADO
095718;647;DESCLASSIFICADO
095707;647;DESCLASSIFICADO
095674;647;DESCLASSIFICADO
093699;647;DESCLASSIFICADO
093688;647;DESCLASSIFICADO
088030;647;DESCLASSIFICADO
087986;647;DESCLASSIFICADO
086120;647;DESCLASSIFICADO
086109;647;DESCLASSIFICADO
084101;647;DESCLASSIFICADO
078421;647;DESCLASSIFICADO
076522;647;DESCLASSIFICADO
074504;647;DESCLASSIFICADO
074493;647;DESCLASSIFICADO
074460;647;DESCLASSIFICADO
056487;647;DESCLASSIFICADO
056443;647;DESCLASSIFICADO
050807;647;DESCLASSIFICADO
050774;647;DESCLASSIFICADO
039480;647;DESCLASSIFICADO
033800;647;DESCLASSIFICADO
033767;647;DESCLASSIFICADO
028142;647;DESCLASSIFICADO
028131;647;DESCLASSIFICADO
094606;643;DESCLASSIFICADO
086017;643;DESCLASSIFICADO
083998;643;DESCLASSIFICADO
076419;643;DESCLASSIFICADO
074401;643;DESCLASSIFICADO
045046;643;DESCLASSIFICADO
039377;643;DESCLASSIFICADO
033708;643;DESCLASSIFICADO
097692;642;DESCLASSIFICADO
096120;642;DESCLASSIFICADO
095991;642;DESCLASSIFICADO
095782;642;DESCLASSIFICADO
094101;642;DESCLASSIFICADO
093972;642;DESCLASSIFICADO
093763;642;DESCLASSIFICADO
088094;642;DESCLASSIFICADO
086522;642;DESCLASSIFICADO
086393;642;DESCLASSIFICADO
086184;642;DESCLASSIFICADO
084503;642;DESCLASSIFICADO
084374;642;DESCLASSIFICADO
084165;642;DESCLASSIFICADO
078496;642;DESCLASSIFICADO
076924;642;DESCLASSIFICADO
076795;642;DESCLASSIFICADO
076586;642;DESCLASSIFICADO
074906;642;DESCLASSIFICADO
074777;642;DESCLASSIFICADO
074568;642;DESCLASSIFICADO
056551;642;DESCLASSIFICADO
050882;642;DESCLASSIFICADO
045213;642;DESCLASSIFICADO
039544;642;DESCLASSIFICADO
033875;642;DESCLASSIFICADO
033244;642;DESCLASSIFICADO
016237;642;DESCLASSIFICADO
010568;642;DESCLASSIFICADO
094515;641;DESCLASSIFICADO
087836;641;DESCLASSIFICADO
085926;641;DESCLASSIFICADO
083907;641;DESCLASSIFICADO
078432;641;DESCLASSIFICADO
078238;641;DESCLASSIFICADO
076328;641;DESCLASSIFICADO
074310;641;DESCLASSIFICADO
072757;641;DESCLASSIFICADO
050818;641;DESCLASSIFICADO
050624;641;DESCLASSIFICADO
045149;641;DESCLASSIFICADO
044955;641;DESCLASSIFICADO
039286;641;DESCLASSIFICADO
033811;641;DESCLASSIFICADO
033617;641;DESCLASSIFICADO
027948;641;DESCLASSIFICADO
027405;641;DESCLASSIFICADO
022279;641;DESCLASSIFICADO
016067;641;DESCLASSIFICADO
010398;641;DESCLASSIFICADO
004729;641;DESCLASSIFICADO
076274;640;DESCLASSIFICADO
050570;640;DESCLASSIFICADO
039232;640;DESCLASSIFICADO
033563;640;DESCLASSIFICADO
022225;640;DESCLASSIFICADO
094316;636;DESCLASSIFICADO
084718;636;DESCLASSIFICADO
078039;636;DESCLASSIFICADO
072927;636;DESCLASSIFICADO
038913;636;DESCLASSIFICADO
033418;636;DESCLASSIFICADO
027749;636;DESCLASSIFICADO
027575;636;DESCLASSIFICADO
021906;636;DESCLASSIFICADO
097767;635;DESCLASSIFICADO
096195;635;DESCLASSIFICADO
095857;635;DESCLASSIFICADO
094176;635;DESCLASSIFICADO
088169;635;DESCLASSIFICADO
086259;635;DESCLASSIFICADO
086000;635;DESCLASSIFICADO
085810;635;DESCLASSIFICADO
083981;635;DESCLASSIFICADO
078312;635;DESCLASSIFICADO
076402;635;DESCLASSIFICADO
074643;635;DESCLASSIFICADO
074384;635;DESCLASSIFICADO
073971;635;DESCLASSIFICADO
062295;635;DESCLASSIFICADO
056626;635;DESCLASSIFICADO
050957;635;DESCLASSIFICADO
045288;635;DESCLASSIFICADO
045029;635;DESCLASSIFICADO
039360;635;DESCLASSIFICADO
033691;635;DESCLASSIFICADO
033501;635;DESCLASSIFICADO
028022;635;DESCLASSIFICADO
022163;635;DESCLASSIFICADO
094461;634;DESCLASSIFICADO
085872;634;DESCLASSIFICADO
083853;634;DESCLASSIFICADO
078184;634;DESCLASSIFICADO
074256;634;DESCLASSIFICADO
044901;634;DESCLASSIFICADO
027894;634;DESCLASSIFICADO
084617;633;DESCLASSIFICADO
074010;633;DESCLASSIFICADO
038986;633;DESCLASSIFICADO
033317;633;DESCLASSIFICADO
016310;633;DESCLASSIFICADO
076129;630;DESCLASSIFICADO
074111;630;DESCLASSIFICADO
066956;630;DESCLASSIFICADO
044756;630;DESCLASSIFICADO
039087;630;DESCLASSIFICADO
022080;630;DESCLASSIFICADO
021604;630;DESCLASSIFICADO
021578;630;DESCLASSIFICADO
016411;630;DESCLASSIFICADO
015935;630;DESCLASSIFICADO
010266;630;DESCLASSIFICADO
010240;630;DESCLASSIFICADO
094589;629;DESCLASSIFICADO
087910;629;DESCLASSIFICADO
072950;629;DESCLASSIFICADO
050698;629;DESCLASSIFICADO
038936;629;DESCLASSIFICADO
033267;629;DESCLASSIFICADO
027598;629;DESCLASSIFICADO
021929;629;DESCLASSIFICADO
016260;629;DESCLASSIFICADO
010591;629;DESCLASSIFICADO
066995;628;DESCLASSIFICADO
027312;628;DESCLASSIFICADO
021848;628;DESCLASSIFICADO
021643;628;DESCLASSIFICADO
097809;627;DESCLASSIFICADO
095926;627;DESCLASSIFICADO
093880;627;DESCLASSIFICADO
088211;627;DESCLASSIFICADO
086301;627;DESCLASSIFICADO
084282;627;DESCLASSIFICADO
078613;627;DESCLASSIFICADO
074712;627;DESCLASSIFICADO
074685;627;DESCLASSIFICADO
062337;627;DESCLASSIFICADO
056668;627;DESCLASSIFICADO
050999;627;DESCLASSIFICADO
045330;627;DESCLASSIFICADO
039661;627;DESCLASSIFICADO
033992;627;DESCLASSIFICADO
072599;624;DESCLASSIFICADO
066930;624;DESCLASSIFICADO
061261;624;DESCLASSIFICADO
027247;624;DESCLASSIFICADO
015909;624;DESCLASSIFICADO
004571;624;DESCLASSIFICADO
096066;623;DESCLASSIFICADO
095721;623;DESCLASSIFICADO
094440;623;DESCLASSIFICADO
094047;623;DESCLASSIFICADO
093838;623;DESCLASSIFICADO
093702;623;DESCLASSIFICADO
088033;623;DESCLASSIFICADO
088019;623;DESCLASSIFICADO
086597;623;DESCLASSIFICADO
086468;623;DESCLASSIFICADO
086123;623;DESCLASSIFICADO
085851;623;DESCLASSIFICADO
084578;623;DESCLASSIFICADO
084449;623;DESCLASSIFICADO
084240;623;DESCLASSIFICADO
084104;623;DESCLASSIFICADO
084090;623;DESCLASSIFICADO
083832;623;DESCLASSIFICADO
078571;623;DESCLASSIFICADO
078435;623;DESCLASSIFICADO
078163;623;DESCLASSIFICADO
076870;623;DESCLASSIFICADO
076661;623;DESCLASSIFICADO
076525;623;DESCLASSIFICADO
076511;623;DESCLASSIFICADO
076253;623;DESCLASSIFICADO
075990;623;DESCLASSIFICADO
074852;623;DESCLASSIFICADO
074507;623;DESCLASSIFICADO
074235;623;DESCLASSIFICADO
072748;623;DESCLASSIFICADO
067079;623;DESCLASSIFICADO
056490;623;DESCLASSIFICADO
056476;623;DESCLASSIFICADO
050821;623;DESCLASSIFICADO
045152;623;DESCLASSIFICADO
045138;623;DESCLASSIFICADO
044880;623;DESCLASSIFICADO
039619;623;DESCLASSIFICADO
039483;623;DESCLASSIFICADO
039469;623;DESCLASSIFICADO
039211;623;DESCLASSIFICADO
033950;623;DESCLASSIFICADO
033814;623;DESCLASSIFICADO
033542;623;DESCLASSIFICADO
033065;623;DESCLASSIFICADO
028145;623;DESCLASSIFICADO
027873;623;DESCLASSIFICADO
027396;623;DESCLASSIFICADO
022204;623;DESCLASSIFICADO
021727;623;DESCLASSIFICADO
016058;623;DESCLASSIFICADO
010389;623;DESCLASSIFICADO
094457;622;DESCLASSIFICADO
085868;622;DESCLASSIFICADO
083849;622;DESCLASSIFICADO
078180;622;DESCLASSIFICADO
076270;622;DESCLASSIFICADO
072869;622;DESCLASSIFICADO
072664;622;DESCLASSIFICADO
033559;622;DESCLASSIFICADO
033186;622;DESCLASSIFICADO
027517;622;DESCLASSIFICADO
016179;622;DESCLASSIFICADO
015974;622;DESCLASSIFICADO
010510;622;DESCLASSIFICADO
010305;622;DESCLASSIFICADO
004841;622;DESCLASSIFICADO
004636;622;DESCLASSIFICADO
094583;621;DESCLASSIFICADO
094215;621;DESCLASSIFICADO
087904;621;DESCLASSIFICADO
085994;621;DESCLASSIFICADO
083975;621;DESCLASSIFICADO
078306;621;DESCLASSIFICADO
076396;621;DESCLASSIFICADO
076028;621;DESCLASSIFICADO
074378;621;DESCLASSIFICADO
050692;621;DESCLASSIFICADO
045023;621;DESCLASSIFICADO
039354;621;DESCLASSIFICADO
033685;621;DESCLASSIFICADO
028016;621;DESCLASSIFICADO
027648;621;DESCLASSIFICADO
022347;621;DESCLASSIFICADO
021979;621;DESCLASSIFICADO
010641;621;DESCLASSIFICADO
072625;618;DESCLASSIFICADO
027273;618;DESCLASSIFICADO
004597;618;DESCLASSIFICADO
004720;617;DESCLASSIFICADO
086555;616;DESCLASSIFICADO
084407;616;DESCLASSIFICADO
084198;616;DESCLASSIFICADO
078529;616;DESCLASSIFICADO
074810;616;DESCLASSIFICADO
072818;616;DESCLASSIFICADO
056584;616;DESCLASSIFICADO
033908;616;DESCLASSIFICADO
033135;616;DESCLASSIFICADO
021797;616;DESCLASSIFICADO
010459;616;DESCLASSIFICADO
004790;616;DESCLASSIFICADO
077987;615;DESCLASSIFICADO
039035;615;DESCLASSIFICADO
027697;615;DESCLASSIFICADO
022028;615;DESCLASSIFICADO
016359;615;DESCLASSIFICADO
038944;611;DESCLASSIFICADO
027606;611;DESCLASSIFICADO
021937;611;DESCLASSIFICADO
016268;611;DESCLASSIFICADO
010599;611;DESCLASSIFICADO
097725;610;DESCLASSIFICADO
096153;610;DESCLASSIFICADO
096024;610;DESCLASSIFICADO
095815;610;DESCLASSIFICADO
094438;610;DESCLASSIFICADO
094134;610;DESCLASSIFICADO
094005;610;DESCLASSIFICADO
093796;610;DESCLASSIFICADO
088127;610;DESCLASSIFICADO
086426;610;DESCLASSIFICADO
086217;610;DESCLASSIFICADO
084536;610;DESCLASSIFICADO
083830;610;DESCLASSIFICADO
078161;610;DESCLASSIFICADO
076957;610;DESCLASSIFICADO
076828;610;DESCLASSIFICADO
076619;610;DESCLASSIFICADO
076013;610;DESCLASSIFICADO
074939;610;DESCLASSIFICADO
074601;610;DESCLASSIFICADO
074233;610;DESCLASSIFICADO
062253;610;DESCLASSIFICADO
050915;610;DESCLASSIFICADO
045246;610;DESCLASSIFICADO
044878;610;DESCLASSIFICADO
039577;610;DESCLASSIFICADO
033302;610;DESCLASSIFICADO
016295;610;DESCLASSIFICADO
096077;609;DESCLASSIFICADO
095948;609;DESCLASSIFICADO
095899;609;DESCLASSIFICADO
095739;609;DESCLASSIFICADO
094058;609;DESCLASSIFICADO
093929;609;DESCLASSIFICADO
093907;609;DESCLASSIFICADO
093720;609;DESCLASSIFICADO
088051;609;DESCLASSIFICADO
086479;609;DESCLASSIFICADO
086350;609;DESCLASSIFICADO
086328;609;DESCLASSIFICADO
086141;609;DESCLASSIFICADO
084460;609;DESCLASSIFICADO
084331;609;DESCLASSIFICADO
084309;609;DESCLASSIFICADO
084122;609;DESCLASSIFICADO
078453;609;DESCLASSIFICADO
076881;609;DESCLASSIFICADO
076752;609;DESCLASSIFICADO
076730;609;DESCLASSIFICADO
076703;609;DESCLASSIFICADO
076543;609;DESCLASSIFICADO
074863;609;DESCLASSIFICADO
074734;609;DESCLASSIFICADO
074525;609;DESCLASSIFICADO
056508;609;DESCLASSIFICADO
050839;609;DESCLASSIFICADO
045170;609;DESCLASSIFICADO
039501;609;DESCLASSIFICADO
033832;609;DESCLASSIFICADO
028163;609;DESCLASSIFICADO
094319;608;DESCLASSIFICADO
084721;608;DESCLASSIFICADO
078042;608;DESCLASSIFICADO
076132;608;DESCLASSIFICADO
074114;608;DESCLASSIFICADO
044759;608;DESCLASSIFICADO
039090;608;DESCLASSIFICADO
033421;608;DESCLASSIFICADO
027752;608;DESCLASSIFICADO
022083;608;DESCLASSIFICADO
016414;608;DESCLASSIFICADO
094399;605;DESCLASSIFICADO
078122;605;DESCLASSIFICADO
076212;605;DESCLASSIFICADO
074194;605;DESCLASSIFICADO
072775;605;DESCLASSIFICADO
067106;605;DESCLASSIFICADO
044839;605;DESCLASSIFICADO
039170;605;DESCLASSIFICADO
033275;605;DESCLASSIFICADO
033092;605;DESCLASSIFICADO
027832;605;DESCLASSIFICADO
027423;605;DESCLASSIFICADO
021754;605;DESCLASSIFICADO
016494;605;DESCLASSIFICADO
016085;605;DESCLASSIFICADO
010416;605;DESCLASSIFICADO
004747;605;DESCLASSIFICADO
094579;604;DESCLASSIFICADO
094200;604;DESCLASSIFICADO
087928;604;DESCLASSIFICADO
087900;604;DESCLASSIFICADO
086018;604;DESCLASSIFICADO
084602;604;DESCLASSIFICADO
083999;604;DESCLASSIFICADO
083971;604;DESCLASSIFICADO
078330;604;DESCLASSIFICADO
076420;604;DESCLASSIFICADO
074402;604;DESCLASSIFICADO
074374;604;DESCLASSIFICADO
074252;604;DESCLASSIFICADO
073995;604;DESCLASSIFICADO
050716;604;DESCLASSIFICADO
050566;604;DESCLASSIFICADO
045047;604;DESCLASSIFICADO
044897;604;DESCLASSIFICADO
039350;604;DESCLASSIFICADO
039228;604;DESCLASSIFICADO
038971;604;DESCLASSIFICADO
028040;604;DESCLASSIFICADO
027890;604;DESCLASSIFICADO
027633;604;DESCLASSIFICADO
027466;604;DESCLASSIFICADO
022221;604;DESCLASSIFICADO
021964;604;DESCLASSIFICADO
016128;604;DESCLASSIFICADO
010626;604;DESCLASSIFICADO
094264;603;DESCLASSIFICADO
088038;603;DESCLASSIFICADO
087844;603;DESCLASSIFICADO
086128;603;DESCLASSIFICADO
085934;603;DESCLASSIFICADO
084735;603;DESCLASSIFICADO
084666;603;DESCLASSIFICADO
083915;603;DESCLASSIFICADO
078246;603;DESCLASSIFICADO
076530;603;DESCLASSIFICADO
076336;603;DESCLASSIFICADO
076077;603;DESCLASSIFICADO
074059;603;DESCLASSIFICADO
056495;603;DESCLASSIFICADO
044963;603;DESCLASSIFICADO
044773;603;DESCLASSIFICADO
039294;603;DESCLASSIFICADO
033366;603;DESCLASSIFICADO
027956;603;DESCLASSIFICADO
022287;603;DESCLASSIFICADO
085849;598;DESCLASSIFICADO
076251;598;DESCLASSIFICADO
072659;598;DESCLASSIFICADO
066990;598;DESCLASSIFICADO
039209;598;DESCLASSIFICADO
038950;598;DESCLASSIFICADO
033540;598;DESCLASSIFICADO
033281;598;DESCLASSIFICADO
027871;598;DESCLASSIFICADO
027612;598;DESCLASSIFICADO
027307;598;DESCLASSIFICADO
022202;598;DESCLASSIFICADO
021943;598;DESCLASSIFICADO
021638;598;DESCLASSIFICADO
015969;598;DESCLASSIFICADO
010605;598;DESCLASSIFICADO
010300;598;DESCLASSIFICADO
004631;598;DESCLASSIFICADO
094524;597;DESCLASSIFICADO
094523;597;DESCLASSIFICADO
094512;597;DESCLASSIFICADO
094454;597;DESCLASSIFICADO
087845;597;DESCLASSIFICADO
087833;597;DESCLASSIFICADO
085935;597;DESCLASSIFICADO
085923;597;DESCLASSIFICADO
085891;597;DESCLASSIFICADO
083916;597;DESCLASSIFICADO
083904;597;DESCLASSIFICADO
083872;597;DESCLASSIFICADO
078235;597;DESCLASSIFICADO
078203;597;DESCLASSIFICADO
078094;597;DESCLASSIFICADO
076325;597;DESCLASSIFICADO
076293;597;DESCLASSIFICADO
074319;597;DESCLASSIFICADO
074318;597;DESCLASSIFICADO
074307;597;DESCLASSIFICADO
074275;597;DESCLASSIFICADO
050632;597;DESCLASSIFICADO
050621;597;DESCLASSIFICADO
044952;597;DESCLASSIFICADO
044920;597;DESCLASSIFICADO
039283;597;DESCLASSIFICADO
033626;597;DESCLASSIFICADO
033625;597;DESCLASSIFICADO
033614;597;DESCLASSIFICADO
033582;597;DESCLASSIFICADO
033556;597;DESCLASSIFICADO
033473;597;DESCLASSIFICADO
027945;597;DESCLASSIFICADO
027274;597;DESCLASSIFICADO
022276;597;DESCLASSIFICADO
022244;597;DESCLASSIFICADO
021605;597;DESCLASSIFICADO
016466;597;DESCLASSIFICADO
015936;597;DESCLASSIFICADO
094576;596;DESCLASSIFICADO
094501;596;DESCLASSIFICADO
087897;596;DESCLASSIFICADO
087822;596;DESCLASSIFICADO
085987;596;DESCLASSIFICADO
083968;596;DESCLASSIFICADO
078299;596;DESCLASSIFICADO
078224;596;DESCLASSIFICADO
076389;596;DESCLASSIFICADO
074371;596;DESCLASSIFICADO
074296;596;DESCLASSIFICADO
050685;596;DESCLASSIFICADO
050610;596;DESCLASSIFICADO
045016;596;DESCLASSIFICADO
044941;596;DESCLASSIFICADO
039347;596;DESCLASSIFICADO
033678;596;DESCLASSIFICADO
028009;596;DESCLASSIFICADO
022340;596;DESCLASSIFICADO
094607;592;DESCLASSIFICADO
094541;592;DESCLASSIFICADO
094432;592;DESCLASSIFICADO
087862;592;DESCLASSIFICADO
085990;592;DESCLASSIFICADO
085952;592;DESCLASSIFICADO
085843;592;DESCLASSIFICADO
083933;592;DESCLASSIFICADO
083824;592;DESCLASSIFICADO
078302;592;DESCLASSIFICADO
078264;592;DESCLASSIFICADO
078155;592;DESCLASSIFICADO
076392;592;DESCLASSIFICADO
076354;592;DESCLASSIFICADO
076245;592;DESCLASSIFICADO
074336;592;DESCLASSIFICADO
074227;592;DESCLASSIFICADO
050688;592;DESCLASSIFICADO
050650;592;DESCLASSIFICADO
045019;592;DESCLASSIFICADO
044981;592;DESCLASSIFICADO
044872;592;DESCLASSIFICADO
039378;592;DESCLASSIFICADO
039312;592;DESCLASSIFICADO
039203;592;DESCLASSIFICADO
033709;592;DESCLASSIFICADO
033681;592;DESCLASSIFICADO
033643;592;DESCLASSIFICADO
033534;592;DESCLASSIFICADO
028012;592;DESCLASSIFICADO
027974;592;DESCLASSIFICADO
027865;592;DESCLASSIFICADO
022343;592;DESCLASSIFICADO
022305;592;DESCLASSIFICADO
022196;592;DESCLASSIFICADO
016274;592;DESCLASSIFICADO
095726;591;DESCLASSIFICADO
094351;591;DESCLASSIFICADO
094333;591;DESCLASSIFICADO
093707;591;DESCLASSIFICADO
084753;591;DESCLASSIFICADO
084109;591;DESCLASSIFICADO
078440;591;DESCLASSIFICADO
078247;591;DESCLASSIFICADO
078074;591;DESCLASSIFICADO
078056;591;DESCLASSIFICADO
076337;591;DESCLASSIFICADO
076164;591;DESCLASSIFICADO
076146;591;DESCLASSIFICADO
074512;591;DESCLASSIFICADO
074146;591;DESCLASSIFICADO
074128;591;DESCLASSIFICADO
072626;591;DESCLASSIFICADO
066957;591;DESCLASSIFICADO
050826;591;DESCLASSIFICADO
050633;591;DESCLASSIFICADO
045157;591;DESCLASSIFICADO
044964;591;DESCLASSIFICADO
044791;591;DESCLASSIFICADO
039488;591;DESCLASSIFICADO
039295;591;DESCLASSIFICADO
039122;591;DESCLASSIFICADO
039104;591;DESCLASSIFICADO
033819;591;DESCLASSIFICADO
033453;591;DESCLASSIFICADO
033435;591;DESCLASSIFICADO
028150;591;DESCLASSIFICADO
027957;591;DESCLASSIFICADO
027784;591;DESCLASSIFICADO
027766;591;DESCLASSIFICADO
022288;591;DESCLASSIFICADO
022115;591;DESCLASSIFICADO
022097;591;DESCLASSIFICADO
021763;591;DESCLASSIFICADO
016446;591;DESCLASSIFICADO
016428;591;DESCLASSIFICADO
010425;591;DESCLASSIFICADO
010267;591;DESCLASSIFICADO
004756;591;DESCLASSIFICADO
004598;591;DESCLASSIFICADO
085912;590;DESCLASSIFICADO
083893;590;DESCLASSIFICADO
076314;590;DESCLASSIFICADO
039272;590;DESCLASSIFICADO
033603;590;DESCLASSIFICADO
027934;590;DESCLASSIFICADO
022265;590;DESCLASSIFICADO
094580;585;DESCLASSIFICADO
094486;585;DESCLASSIFICADO
094480;585;DESCLASSIFICADO
094371;585;DESCLASSIFICADO
087901;585;DESCLASSIFICADO
087870;585;DESCLASSIFICADO
087807;585;DESCLASSIFICADO
085991;585;DESCLASSIFICADO
085960;585;DESCLASSIFICADO
085865;585;DESCLASSIFICADO
084773;585;DESCLASSIFICADO
083972;585;DESCLASSIFICADO
083878;585;DESCLASSIFICADO
083846;585;DESCLASSIFICADO
078303;585;DESCLASSIFICADO
078209;585;DESCLASSIFICADO
078177;585;DESCLASSIFICADO
076393;585;DESCLASSIFICADO
076362;585;DESCLASSIFICADO
076267;585;DESCLASSIFICADO
076184;585;DESCLASSIFICADO
074375;585;DESCLASSIFICADO
074249;585;DESCLASSIFICADO
074166;585;DESCLASSIFICADO
072731;585;DESCLASSIFICADO
067062;585;DESCLASSIFICADO
050689;585;DESCLASSIFICADO
050589;585;DESCLASSIFICADO
050563;585;DESCLASSIFICADO
045020;585;DESCLASSIFICADO
044989;585;DESCLASSIFICADO
044926;585;DESCLASSIFICADO
044894;585;DESCLASSIFICADO
044811;585;DESCLASSIFICADO
039351;585;DESCLASSIFICADO
039257;585;DESCLASSIFICADO
039251;585;DESCLASSIFICADO
039225;585;DESCLASSIFICADO
039142;585;DESCLASSIFICADO
033682;585;DESCLASSIFICADO
033651;585;DESCLASSIFICADO
028013;585;DESCLASSIFICADO
027982;585;DESCLASSIFICADO
027913;585;DESCLASSIFICADO
027887;585;DESCLASSIFICADO
027804;585;DESCLASSIFICADO
027379;585;DESCLASSIFICADO
022344;585;DESCLASSIFICADO
022218;585;DESCLASSIFICADO
022135;585;DESCLASSIFICADO
021710;585;DESCLASSIFICADO
016041;585;DESCLASSIFICADO
010372;585;DESCLASSIFICADO
004703;585;DESCLASSIFICADO
097761;584;DESCLASSIFICADO
096060;584;DESCLASSIFICADO
088163;584;DESCLASSIFICADO
086591;584;DESCLASSIFICADO
086462;584;DESCLASSIFICADO
086253;584;DESCLASSIFICADO
084443;584;DESCLASSIFICADO
074846;584;DESCLASSIFICADO
074637;584;DESCLASSIFICADO
045282;584;DESCLASSIFICADO
097746;579;DESCLASSIFICADO
095836;579;DESCLASSIFICADO
094549;579;DESCLASSIFICADO
093817;579;DESCLASSIFICADO
086576;579;DESCLASSIFICADO
086238;579;DESCLASSIFICADO
085897;579;DESCLASSIFICADO
084557;579;DESCLASSIFICADO
084219;579;DESCLASSIFICADO
083941;579;DESCLASSIFICADO
078550;579;DESCLASSIFICADO
078272;579;DESCLASSIFICADO
076640;579;DESCLASSIFICADO
076299;579;DESCLASSIFICADO
075969;579;DESCLASSIFICADO
074622;579;DESCLASSIFICADO
074344;579;DESCLASSIFICADO
074281;579;DESCLASSIFICADO
072784;579;DESCLASSIFICADO
072673;579;DESCLASSIFICADO
050658;579;DESCLASSIFICADO
050595;579;DESCLASSIFICADO
039598;579;DESCLASSIFICADO
039320;579;DESCLASSIFICADO
033588;579;DESCLASSIFICADO
033268;579;DESCLASSIFICADO
033101;579;DESCLASSIFICADO
027919;579;DESCLASSIFICADO
027432;579;DESCLASSIFICADO
022313;579;DESCLASSIFICADO
022250;579;DESCLASSIFICADO
016094;579;DESCLASSIFICADO
015983;579;DESCLASSIFICADO
010592;579;DESCLASSIFICADO
010314;579;DESCLASSIFICADO
004645;579;DESCLASSIFICADO
096189;578;DESCLASSIFICADO
095851;578;DESCLASSIFICADO
094170;578;DESCLASSIFICADO
094041;578;DESCLASSIFICADO
093832;578;DESCLASSIFICADO
084572;578;DESCLASSIFICADO
084234;578;DESCLASSIFICADO
078565;578;DESCLASSIFICADO
076864;578;DESCLASSIFICADO
076655;578;DESCLASSIFICADO
075984;578;DESCLASSIFICADO
073965;578;DESCLASSIFICADO
062289;578;DESCLASSIFICADO
056620;578;DESCLASSIFICADO
050951;578;DESCLASSIFICADO
039613;578;DESCLASSIFICADO
033944;578;DESCLASSIFICADO
096174;573;DESCLASSIFICADO
096045;573;DESCLASSIFICADO
094155;573;DESCLASSIFICADO
094026;573;DESCLASSIFICADO
088148;573;DESCLASSIFICADO
086447;573;DESCLASSIFICADO
084428;573;DESCLASSIFICADO
076849;573;DESCLASSIFICADO
074831;573;DESCLASSIFICADO
062274;573;DESCLASSIFICADO
056605;573;DESCLASSIFICADO
050936;573;DESCLASSIFICADO
045267;573;DESCLASSIFICADO
033929;573;DESCLASSIFICADO
072695;572;DESCLASSIFICADO
